charge,othername,casno,unikey,expose
0,Carbon oxide sulfide,463581,1441,1
0,Carbon oxide sulfide (COS),463581,1442,1
0,Carbon oxychloride,75445,1443,1
0,Carbon oxyfluoride,353504,1444,1
0,Carbon oxysulfide,463581,1445,1
0,Carbon phosphide,12326851,1446,1
0,Carbon suboxide,504643,1447,1
0,Carbon sulfide,75150,1448,1
0,Carbon sulfide,2944050,1449,1
0,Carbon sulfide (CS2),75150,1450,1
0,Carbon sulphide,75150,1451,1
0,Carbon tet,56235,1452,1
0,Carbon Tetrachloride,56235,1453,1
0,Carbon tetrafluoride,75730,1454,1
0,Carbon trifluoride,75467,1455,1
0,Carbona,56235,1456,1
0,Carbon-disulphide-,75150,1457,1
0,Carbone,75150,1458,1
0,Carbone,75445,1459,1
0,Carbone,630080,1460,1
0,"Carbonic acid, gas",124389,1461,1
0,"Carbonic acid, trithio-, cyclic ethylene ester",822388,1462,1
0,"Carbonic acid, trithio-, dimethyl ester",2314489,1463,1
0,Carbonic anhydride,124389,1464,1
0,Carbonic chloride,75445,1465,1
0,Carbonic dichloride,75445,1466,1
0,Carbonic difluoride,353504,1467,1
0,Carbonic oxide,630080,1468,1
0,Carbonice,124389,1469,1
0,Carbonio,75150,1470,1
0,Carbonio,75445,1471,1
0,Carbonio,630080,1472,1
0,"Carbonochloridic acid, ethyl ester",541413,1473,1
0,Carbonothioic dihydrazide,2231574,1474,1
0,"Carbonotrithioic acid, dimethyl ester",2314489,1475,1
0,Carbonyl chloride,75445,1476,1
0,Carbonyl Diamine,57136,1477,1
0,Carbonyl dichloride,75445,1478,1
0,Carbonyl difluoride,353504,1479,1
0,Carbonyl fluoride,353504,1480,1
0,Carbonyl sulfide,463581,1481,1
0,Carbonylchlorid,75445,1482,1
0,Carbonyldiamide,57136,1483,1
0,Cathyl chloride,541413,1484,1
0,Caustic soda,1310732,1485,1
0,CCS 203,71363,1486,1
0,Cecolene,79016,1487,1
0,Celphos,7803512,1488,1
0,CG,75445,1489,1
0,Checkmate,7681494,1490,1
0,Chelen,75003,1491,1
0,Chevron acetone,67641,1492,1
0,Chloor,7782505,1493,1
0,Chloorethaan,75003,1494,1
0,Chloor-methaan,74873,1495,1
0,Chloorwaterstof,7647010,1496,1
0,Chlor,7782505,1497,1
0,Chlorcyan,506774,1498,1
0,Chlore,7782505,1499,1
0,Chlorene,75003,1500,1
0,Chlorethene,75014,1501,1
0,Chlorethyl,75003,1502,1
0,Chlorethylene,75014,1503,1
0,Chlorid kremicity,10026047,1504,1
0,Chlorid uhlicity,56235,1505,1
0,Chloride of phosphorus,7719122,1506,1
0,Chloridum,75003,1507,1
0,Chlorilen,79016,1508,1
0,Chlorinated C3 hydrocarbons,78875,1509,1
0,Chlorinated hydrochloric ether,75343,1510,1
0,Chlorine,7782505,1511,1
0,Chlorine atom,22537151,1512,1
0,Chlorine cyanide,506774,1513,1
0,Chlorine dioxide,10049044,1514,1
0,Chlorine fluoride,7790898,1515,1
0,Chlorine fluoride,7790912,1516,1
0,Chlorine fluoride (ClF3),7790912,1517,1
0,Chlorine fluoride oxide,7616946,1518,1
0,Chlorine fluoride oxide (ClO3F),7616946,1519,1
0,Chlorine mol.,7782505,1520,1
0,Chlorine monofluoride,7790898,1521,1
0,Chlorine monooxide,7791211,1522,1
0,Chlorine monoxide,7791211,1523,1
0,Chlorine monoxide (Cl2O),7791211,1524,1
0,Chlorine oxide,7791211,1525,1
0,Chlorine oxide,10049044,1526,1
0,Chlorine oxide,14989301,1527,1
0,Chlorine oxide (Cl2O),7791211,1528,1
0,Chlorine oxide (ClO2),10049044,1529,1
0,Chlorine oxyfluoride,7616946,1530,1
0,Chlorine oxyfluoride (ClO3F),7616946,1531,1
0,Chlorine peroxide,10049044,1532,1
0,Chlorine radical,22537151,1533,1
0,Chlorine trifluoride,7790912,1534,1
0,Chlorine(I) oxide,7791211,1535,1
0,Chlorine(IV) oxide,10049044,1536,1
0,Chlorku litu,7447418,1537,1
0,Chlor-methan,74873,1538,1
0,Chloroaethan,75003,1539,1
0,Chloroborane,20583555,1540,1
0,Chlorocarbonate D'ethyle,541413,1541,1
0,"Chlorocarbonic acid, ethyl ester",541413,1542,1
0,Chlorocyan,506774,1543,1
0,Chlorocyanide,506774,1544,1
0,Chlorocyanogen,506774,1545,1
0,Chlorodimethylmethane,75296,1546,1
0,Chloroetene,71556,1547,1
0,Chloroethane,75003,1548,1
0,Chloroethene,71556,1549,1
0,Chloroethene,75014,1550,1
0,Chloroethene NU,71556,1551,1
0,Chloroethylene,75014,1552,1
0,Chlorofluoride,7790898,1553,1
0,Chlorofluoromethane (CCl2F2),75718,1554,1
0,Chlorofluoromethane (CCl3F),75694,1555,1
0,Chloroform,67663,1556,1
0,"Chloroform, methyl-",71556,1557,1
0,Chloroforme,67663,1558,1
0,"Chloroformic acid, ethyl ester",541413,1559,1
0,Chloroformyl chloride,75445,1560,1
0,Chlorohydric acid,7647010,1561,1
0,Chloromethane,74873,1562,1
0,Chloromethylidyne,3889767,1563,1
0,Chloroperoxyl,10049044,1564,1
0,Chloropropane,540545,1565,1
0,Chloropropylene oxide,106898,1566,1
0,Chlorosilane,13465786,1567,1
0,Chlorosulfuric acid,7791255,1568,1
0,Chlorotene,71556,1569,1
0,Chlorothane NU,71556,1570,1
0,Chlorothene,71556,1571,1
0,Chlorothene NU,71556,1572,1
0,Chlorothene sm,71556,1573,1
0,Chlorothene VG,71556,1574,1
0,"Chlorothene, inhibited",71556,1575,1
0,Chlorotrifluoride,7790912,1576,1
0,Chlorotrifluoromethane,75729,1577,1
0,Chlorotrimethylmethane,507200,1578,1
0,Chlorowodor,7647010,1579,1
0,Chlorten,71556,1580,1
0,Chlorure d'aluminium,7446700,1581,1
0,Chlorure de bore,10294345,1582,1
0,Chlorure de butyle,109693,1583,1
0,Chlorure de cyanogene,506774,1584,1
0,Chlorure de lithium,7447418,1585,1
0,Chlorure de methyle,74873,1586,1
0,Chlorure de methylene,75092,1587,1
0,Chlorure de vinyle,75014,1588,1
0,Chlorure de vinylidene,75354,1589,1
0,Chlorure D'ethyle,75003,1590,1
0,Chlorure D'ethylene,107062,1591,1
0,Chlorure D'ethylidene,75343,1592,1
0,Chlorwasserstoff,7647010,1593,1
0,Chloryl,75003,1594,1
0,Chloryl anesthetic,75003,1595,1
0,Chloryl radical,10049044,1596,1
0,Chlorylea,79016,1597,1
0,Chlorylen,79016,1598,1
0,Chorylen,79016,1599,1
0,CHP,6829523,1600,1
0,Chromar,67630,1601,1
0,Cianuro di vinile,107131,1602,1
0,Cicloesano,110827,1603,1
0,Circosolv,79016,1604,1
0,"cis,cis-2,4-Hexadiene",5194514,1605,1
0,"cis,cis-2,4-Hexadiene",6108618,1606,1
0,"cis,trans-2,4-Hexadiene",5194503,1607,1
0,cis-&beta;-Amylene,627203,1608,1
0,"cis-1,2-Dichloroethene",156592,1609,1
0,"cis-1,2-Dichloroethylene",156592,1610,1
0,"cis-1,2-Difluorodiimide",13812436,1611,1
0,"cis-1,2-Dimethylethylene",590181,1612,1
0,"cis-1,3,5-Hexatriene",2612466,1613,1
0,"cis-1,3-Pentadiene",1574410,1614,1
0,"cis-1,4-Hexadiene",7318674,1615,1
0,cis-1-Methylbutadiene,1574410,1616,1
0,cis-2-Butene,590181,1617,1
0,cis-2-Penten-4-yne,1574409,1618,1
0,cis-2-Pentene,627203,1619,1
0,cis-3-Methyl-2-pentene,922623,1620,1
0,cis-3-Penten-1-yne,1574409,1621,1
0,cis-Butene,590181,1622,1
0,cis-Butylene,590181,1623,1
0,"cis-Di-1,2-Chloroethylene",156592,1624,1
0,cis-Dichloroethylene,156592,1625,1
0,cis-Dichloromethylene,156592,1626,1
0,cis-Difluorodiazene,13812436,1627,1
0,cis-Hexatriene,2612466,1628,1
0,cis-Penten-1-yne,1574409,1629,1
0,cis-Pentene,627203,1630,1
0,cis-Piperylene,1574410,1631,1
0,CK,506774,1632,1
0,Clhorameisensaeureaethylester,541413,1633,1
0,Cloretilo,75003,1634,1
0,Cloro,7782505,1635,1
0,Cloroetano,75003,1636,1
0,Cloroformio,67663,1637,1
0,Clorometano,74873,1638,1
0,Clorosilylidyne,13966579,1639,1
0,Cloruro di ethene,107062,1640,1
0,Cloruro di etile,75003,1641,1
0,Cloruro di etilidene,75343,1642,1
0,Cloruro di metile,74873,1643,1
0,Cloruro di vinile,75014,1644,1
0,"Clyzerin, wasserfrei",56815,1645,1
0,Coal naphtha,71432,1646,1
0,Collo-Bueglatt,64186,1647,1
0,Collo-Didax,64186,1648,1
0,Collo-Grillrein,1310732,1649,1
0,Colloidal sulfur,7704349,1650,1
0,Colloidal-S,7704349,1651,1
0,Collo-Tapetta,1310732,1652,1
0,Cologne spirit,64175,1653,1
0,Cologne spirits,64175,1654,1
0,Colonial spirit,67561,1655,1
0,Colsul,7704349,1656,1
0,Columbian spirit,67561,1657,1
0,Columbian spirits,67561,1658,1
0,Combi-Schutz,67630,1659,1
0,Common salt,7647145,1660,1
0,component of Aci-Jel,64197,1661,1
0,component of Artra Ashy Skin Cream,57136,1662,1
0,component of Bensulfoid,7704349,1663,1
0,Corosul D and S,7704349,1664,1
0,Cosan,7704349,1665,1
0,Cosan 80,7704349,1666,1
0,CP 34,110021,1667,1
0,Crawhaspol,79016,1668,1
0,Crotonal,4170303,1669,1
0,Crotonaldehyde,4170303,1670,1
0,"Crotonaldehyde, inhibited",4170303,1671,1
0,Crotonic aldehyde,4170303,1672,1
0,Crotonylene,503173,1673,1
0,Crotyl chloride,591979,1674,1
0,Crotylaldehyde,4170303,1675,1
0,Crystex,7704349,1676,1
0,Curithane 103,96333,1677,1
0,Cyaanwaterstof,74908,1678,1
0,Cyanidine,290879,1679,1
0,Cyano radical,2074875,1680,1
0,Cyanoacetonitrile,109773,1681,1
0,Cyanochloride,506774,1682,1
0,Cyanocyclobutane,4426113,1683,1
0,Cyanocyclopropane,5500210,1684,1
0,Cyanoethene,107131,1685,1
0,Cyanoethylene,107131,1686,1
0,Cyanogen,460195,1687,1
0,Cyanogen,2074875,1688,1
0,Cyanogen (C2N2),460195,1689,1
0,Cyanogen chloride,506774,1690,1
0,Cyanogen chloride ((CN)Cl),506774,1691,1
0,"Cyanogen chloride, inhibited",506774,1692,1
0,Cyanogen gas,460195,1693,1
0,Cyanogene,460195,1694,1
0,Cyanomethane,75058,1695,1
0,Cyanotrifluoromethane,353855,1696,1
0,Cyanure de methyl,75058,1697,1
0,Cyanure de vinyle,107131,1698,1
0,Cyanwasserstoff,74908,1699,1
0,"Cyc1opentene,l-methyl-",693890,1700,1
0,Cyclic ethylene trithiocarbonate,822388,1701,1
0,Cyclobutanamine,2516349,1702,1
0,Cyclobutane,287230,1703,1
0,"Cyclobutane, ethyl-",4806615,1704,1
0,"Cyclobutane, methylene-",1120565,1705,1
0,Cyclobutanecarbonitrile,4426113,1706,1
0,Cyclobutanol,2919235,1707,1
0,Cyclobutanone,1191953,1708,1
0,Cyclobutene,822355,1709,1
0,Cyclobutyl cyanide,4426113,1710,1
0,Cyclobutyl hydroxide,2919235,1711,1
0,Cyclobutylamine,2516349,1712,1
0,"Cyclohexa-1,3-diene",592574,1713,1
0,"Cyclohexa-1,4-diene",628411,1714,1
0,Cyclohexane,110827,1715,1
0,Cyclohexatriene,71432,1716,1
0,Cyclon,74908,1717,1
0,Cyclone B,74908,1718,1
0,Cyclooxabutane,503300,1719,1
0,Cyclopentadiene,542927,1720,1
0,Cyclopentanamine,1003038,1721,1
0,Cyclopentane,287923,1722,1
0,"Cyclopentane, methyl-",96377,1723,1
0,Cyclopentanethiol,1679078,1724,1
0,Cyclopentanol,96413,1725,1
0,Cyclopentanone,120923,1726,1
0,Cyclopentene,142290,1727,1
0,"Cyclopentene, 1-methyl-",693890,1728,1
0,"Cyclopentene, 3-methyl-",1120623,1729,1
0,"Cyclopentene, 4-methyl-",1759815,1730,1
0,"Cyclopentene,3-methylene-",930267,1731,1
0,Cyclopentimine,110894,1732,1
0,Cyclopentyl alcohol,96413,1733,1
0,Cyclopentyl mercaptan,1679078,1734,1
0,Cyclopentylamine,1003038,1735,1
0,Cyclopropanamine,765300,1736,1
0,Cyclopropane,75194,1737,1
0,"Cyclopropane, 1,1-dimethyl-",1630940,1738,1
0,"Cyclopropane,ethenyl-",693867,1739,1
0,"Cyclopropane,ethynyl-",6746947,1740,1
0,Cyclopropanecarbonitrile,5500210,1741,1
0,Cyclopropanecarboxylic acid nitrile,5500210,1742,1
0,Cyclopropanenitrile,5500210,1743,1
0,Cyclopropanone,5009278,1744,1
0,Cyclopropene,2781853,1745,1
0,"Cyclopropene, 1-methyl-",3100047,1746,1
0,Cyclopropyl cyanide,5500210,1747,1
0,Cyclopropyl methyl ketone,765435,1748,1
0,Cyclopropylacetylene,6746947,1749,1
0,Cyclopropylamine,765300,1750,1
0,Cyclopropylethanone,765435,1751,1
0,Cyclopropylethylene,693867,1752,1
0,Cyclopropylnitrile,5500210,1753,1
0,Cyclotetramethylene oxide,109999,1754,1
0,Cyjanowodor,74908,1755,1
0,Cykloheksan,110827,1756,1
0,Cylic ethylene trithiocarbonate,822388,1757,1
0,Cypentil,110894,1758,1
0,Czterochlorek wegla,56235,1759,1
0,Czterochloroetylen,127184,1760,1
0,Dagralax,56815,1761,1
0,Daiflon 11,75694,1762,1
0,Daiflon S 1,75694,1763,1
0,DCM,75092,1764,1
0,D-d Mixture,78875,1765,1
0,Deccotane,13952846,1766,1
0,Defoamer S-10,7440213,1767,1
0,DEHA,3710847,1768,1
0,Dehydro-2(3H)-furanone,96480,1769,1
0,DEK,96220,1770,1
0,Delicia,7803512,1771,1
0,Deltan,67685,1772,1
0,Demasorb,67685,1773,1
0,Demavet,67685,1774,1
0,Demeso,67685,1775,1
0,Demsodrox,67685,1776,1
0,Denatured alcohol CD-10,64175,1777,1
0,Denatured alcohol CD-5,64175,1778,1
0,Denatured alcohol CD-5a,64175,1779,1
0,Denatured alcohol SD-1,64175,1780,1
0,Denatured alcohol SD-13a,64175,1781,1
0,Denatured alcohol SD-17,64175,1782,1
0,Denatured alcohol SD-23a,64175,1783,1
0,Denatured alcohol SD-28,64175,1784,1
0,Denatured alcohol SD-30,64175,1785,1
0,Denatured alcohol SD-39b,64175,1786,1
0,Denatured alcohol SD-39c,64175,1787,1
0,Denatured alcohol SD-3a,64175,1788,1
0,Denatured alcohol SD-40m,64175,1789,1
0,Denatured ethanol,64175,1790,1
0,Dendritis,7647145,1791,1
0,Densinfluat,79016,1792,1
0,Deprelin,110612,1793,1
0,Dermasorb,67685,1794,1
0,Deso,70291,1795,1
0,Destruxol borer-sol,107062,1796,1
0,Detia,7803512,1797,1
0,Detia gas ex-B,7803512,1798,1
0,Deuterium,7782390,1799,1
0,Deuterium,16873179,1800,1
0,Deuterium atom,16873179,1801,1
0,Deuterium fluoride,14333267,1802,1
0,Deuterium hydride,13983205,1803,1
0,Deuterium oxide,7789200,1804,1
0,"Deuterium, mol. with hydrogen",13983205,1805,1
0,Devoton,79209,1806,1
0,Di(ethylene oxide),123911,1807,1
0,Diacetyl,431038,1808,1
0,Diaethylaether,60297,1809,1
0,Diaethylsulfoxid,70291,1810,1
0,Diallyl,592427,1811,1
0,Diamide,302012,1812,1
0,Diamide hydrate,302012,1813,1
0,Diamine,302012,1814,1
0,Diaminoethane,107153,1815,1
0,Diatomic nitrogen,7727379,1816,1
0,"Diazene, dimethyl-, 1,2-dioxide, (E)-",37765154,1817,1
0,Diboron dioxide,13766284,1818,1
0,Diboron tetrachloride,13701672,1819,1
0,Diboron tetrafluoride,13965736,1820,1
0,Dicarbon,12070154,1821,1
0,Dichloremulsion,107062,1822,1
0,Dichlorine monoxide,7791211,1823,1
0,Di-chlor-mulsion,107062,1824,1
0,"Dichloro-1,2-ethane",107062,1825,1
0,Dichloroborane,10325390,1826,1
0,Dichloroborane,13701672,1827,1
0,Dichlorodifluoromethane,75718,1828,1
0,Dichloroethylene,107062,1829,1
0,"Dichloroethylene, cis-",156592,1830,1
0,"Dichloroethylene, trans-",156605,1831,1
0,Dichloromethane,75092,1832,1
0,Dichloromethylmethane,75343,1833,1
0,Dichloromonoxide,7791211,1834,1
0,Dichloropropane,78875,1835,1
0,Dichlorosilylene,13569329,1836,1
0,Dichloroxide,7791211,1837,1
0,Dician,110612,1838,1
0,Dicyan,460195,1839,1
0,Dicyanoacetylene,1071983,1840,1
0,Dicyanoethyne,1071983,1841,1
0,Dicyanogen,460195,1842,1
0,Dicyanomethane,109773,1843,1
0,Didakene,127184,1844,1
0,Dideuterium oxide,7789200,1845,1
0,Diethyl,106978,1846,1
0,Diethyl ether,60297,1847,1
0,Diethyl ketone,96220,1848,1
0,Diethyl oxide,60297,1849,1
0,Diethyl sulfide,352932,1850,1
0,Diethyl sulfoxide,70291,1851,1
0,Diethyl sulphide,352932,1852,1
0,Diethyl sulphoxide,70291,1853,1
0,Diethyl thioether,352932,1854,1
0,Diethylacetylene,928494,1855,1
0,Diethylcetone,96220,1856,1
0,Diethylene dioxide,123911,1857,1
0,Diethylene ether,123911,1858,1
0,Diethylene oxide,109999,1859,1
0,Diethylhydroxylamine,3710847,1860,1
0,Diethylsulfid,352932,1861,1
0,Difluorine monooxide,7783417,1862,1
0,Difluorine monoxide,7783417,1863,1
0,Difluoroamidogen,3744078,1864,1
0,Difluoroamino radical,3744078,1865,1
0,Difluoroborane,13709836,1866,1
0,Difluoroborane,13965736,1867,1
0,"Difluorodiazene, (E)-",13776620,1868,1
0,Difluorodichloromethane,75718,1869,1
0,Difluoroethane,75376,1870,1
0,Difluoroformaldehyde,353504,1871,1
0,Difluoromethane,75105,1872,1
0,Difluoromethylene,2154598,1873,1
0,Difluorooxomethane,353504,1874,1
0,Difluorophosgene,353504,1875,1
0,Diformal,107222,1876,1
0,Diformyl,107222,1877,1
0,Dihydro-1H-azirine,151564,1878,1
0,Dihydro-2(3H)-furanone,96480,1879,1
0,Dihydro-2-(3H)-thiophenone,1003107,1880,1
0,Dihydro-2-furanone,96480,1881,1
0,Dihydro-3-(2H)-thiophenone,1003049,1882,1
0,Dihydroazirene,151564,1883,1
0,Dihydrogen dioxide,7722841,1884,1
0,Dihydrogen disulfide,13465071,1885,1
0,Dihydrogen monosulfide,7783064,1886,1
0,Dihydrogen oxide,7732185,1887,1
0,Dihydrogen sulfide,7783064,1888,1
0,Dihydrooxirene,75218,1889,1
0,Dihydropyran,110872,1890,1
0,Dihydroxyethane,107211,1891,1
0,Diisopropyl,79298,1892,1
0,Diketen,674828,1893,1
0,Diketene,674828,1894,1
0,Dilatin PT,127184,1895,1
0,Dilute hydrochloric acid,7647010,1896,1
0,Dimethoxy sulfoxide,616422,1897,1
0,Dimethoxyethane,110714,1898,1
0,Dimethoxymethane,109875,1899,1
0,Dimethyl,74840,1900,1
0,Dimethyl acetal,534156,1901,1
0,Dimethyl aldehyde,534156,1902,1
0,Dimethyl cellosolve,110714,1903,1
0,Dimethyl cellosolve monoglyme,110714,1904,1
0,Dimethyl diketone,431038,1905,1
0,Dimethyl disulfide,624920,1906,1
0,Dimethyl disulphide,624920,1907,1
0,Dimethyl ester of sulfurous acid,616422,1908,1
0,Dimethyl ether,115106,1909,1
0,Dimethyl formal,109875,1910,1
0,Dimethyl glyoxal,431038,1911,1
0,Dimethyl ketone,67641,1912,1
0,Dimethyl monosulfide,75183,1913,1
0,Dimethyl oxide,115106,1914,1
0,Dimethyl sulfide,75183,1915,1
0,Dimethyl sulfite,616422,1916,1
0,Dimethyl sulfone,67710,1917,1
0,Dimethyl Sulfoxide,67685,1918,1
0,Dimethyl sulfoxixde,67685,1919,1
0,Dimethyl sulphide,75183,1920,1
0,Dimethyl sulphite,616422,1921,1
0,Dimethyl sulphone,67710,1922,1
0,Dimethyl Sulphoxide,67685,1923,1
0,Dimethyl sulpoxide,67685,1924,1
0,Dimethyl thioether,75183,1925,1
0,Dimethyl trithiocarbonate,2314489,1926,1
0,Dimethylacetone,96220,1927,1
0,Dimethylacetonitrile,78820,1928,1
0,Dimethylacetylene,503173,1929,1
0,Dimethylamine,124403,1930,1
0,"Dimethylamine, N-nitro-",4164287,1931,1
0,Dimethylbutadiyne,2809690,1932,1
0,Dimethylcarbinol,67630,1933,1
0,Dimethyldiacetylene,2809690,1934,1
0,Dimethyldichloromethane,594207,1935,1
0,Dimethylene oxide,75218,1936,1
0,Dimethylenediamine,107153,1937,1
0,Dimethyleneimine,151564,1938,1
0,Dimethylenemethane,463490,1939,1
0,Dimethylenimine,151564,1940,1
0,Dimethylester kyseliny trithiouhlicite,2314489,1941,1
0,Dimethylethylene,590181,1942,1
0,Dimethylformaldehyde,67641,1943,1
0,Dimethylketal,67641,1944,1
0,Dimethylmethane,74986,1945,1
0,Dimethylnitramin,4164287,1946,1
0,Dimethylnitramine,4164287,1947,1
0,"Methanamine, N-methyl-N-nitro-",4164287,1948,1
0,Dimethylsulfid,75183,1949,1
0,Dimexide,67685,1950,1
0,Dinile,110612,1951,1
0,Dinitrogen,7727379,1952,1
0,"Dinitrogen difluoride, (E)-",13776620,1953,1
0,Dinitrogen monoxide,10024972,1954,1
0,Dinitrogen oxide,10024972,1955,1
0,Dinitrogen tetraoxide,10544726,1956,1
0,Dinitrogen tetroxide,10544726,1957,1
0,Dinitrogen trioxide,10544737,1958,1
0,Diokan,123911,1959,1
0,Dioksan,123911,1960,1
0,Diol 14B,110634,1961,1
0,"Diossano-1,4",123911,1962,1
0,"Dioxaan-1,4",123911,1963,1
0,Dioxan,123911,1964,1
0,"Dioxan-1,4",123911,1965,1
0,Dioxane,123911,1966,1
0,"Dioxane-1,4",123911,1967,1
0,Dioxanne,123911,1968,1
0,Dioxolan,646060,1969,1
0,Dioxolane,646060,1970,1
0,Dioxyethylene ether,123911,1971,1
0,Dioxygen,7782447,1972,1
0,Diphosphine,13445506,1973,1
0,Dipirartril-tropico,67685,1974,1
0,Dipping acid,7664939,1975,1
0,Disilane,1590870,1976,1
0,Disodium monoxide,12401864,1977,1
0,Disodium oxide,12401864,1978,1
0,Distilled water,7732185,1979,1
0,Disulfane,13465071,1980,1
0,"Disulfide, dimethyl",624920,1981,1
0,Disuxyl,110612,1982,1
0,Dithiocarbonic anhydride,75150,1983,1
0,Dithioethyleneglycol,540636,1984,1
0,Dithioglycol,540636,1985,1
0,Dithiooxamide,79403,1986,1
0,Dithiotrimethyleneglycol,109808,1987,1
0,Dithioxamide,79403,1988,1
0,Divinyl,106990,1989,1
0,Divinyl ether,109933,1990,1
0,"Divinyl ether, inhibited",109933,1991,1
0,Divinyl oxide,109933,1992,1
0,Divinyl sulfide,627510,1993,1
0,Divinyl sulfoxide,1115157,1994,1
0,Divinyl thioether,627510,1995,1
0,Divinylene oxide,110009,1996,1
0,Divinylene sulfide,110021,1997,1
0,Divinyleneimine,109977,1998,1
0,Divinylenimine,109977,1999,1
0,"DL-2,3-Dichlorobutane",2211678,2000,1
0,dl-2-Methyl-1-butanol,137326,2001,1
0,dl-sec-Butyl carbinol,137326,2002,1
0,DMA,124403,2003,1
0,Dmnm,4164287,2004,1
0,DMNO,4164287,2005,1
0,DMS,75183,2006,1
0,DMS 70,67685,2007,1
0,DMS 90,67685,2008,1
0,DMSO,67685,2009,1
0,DMU,96311,2010,1
0,DOCl,13770224,2011,1
0,Dolicur,67685,2012,1
0,Doligur,67685,2013,1
0,Domoso,67685,2014,1
0,Dowfrost,57556,2015,1
0,Dow-per,127184,2016,1
0,Dowtherm SR 1,107211,2017,1
0,Dow-tri,79016,2018,1
0,Doxcide 50,10049044,2019,1
0,Dromisol,67685,2020,1
0,Dry ice,124389,2021,1
0,Drysol,7446700,2022,1
0,Dublofix,75003,2023,1
0,Dukeron,79016,2024,1
0,Dumasin,120923,2025,1
0,Durasorb,67685,2026,1
0,Dutch liquid,107062,2027,1
0,Dutch oil,107062,2028,1
0,Dwuchlorodwufluorometan,75718,2029,1
0,Dwuchloropropan,78875,2030,1
0,Dwuetylowy eter,60297,2031,1
0,Dwumetylosulfotlenku,109773,2032,1
0,Dymel 152,75376,2033,1
0,Dymel A,115106,2034,1
0,E.O.,75218,2035,1
0,ECF,541413,2036,1
0,ECH,106898,2037,1
0,EDC,107062,2038,1
0,Egdme,110714,2039,1
0,EI,151564,2040,1
0,Elawox,7722841,2041,1
0,Elayl,74851,2042,1
0,Electro-CF 11,75694,2043,1
0,Electro-CF 12,75718,2044,1
0,Elosal,7704349,2045,1
0,"ENT 1,656",107062,2047,1
0,"ENT 1,860",127184,2048,1
0,"ENT 15,406",78875,2049,1
0,ENT 27164,56235,2050,1
0,"ENT 4,705",56235,2051,1
0,ENT 54,107131,2052,1
0,ENT-26263,75218,2053,1
0,ENT-50324,151564,2054,1
0,Epichloorhydrine,106898,2055,1
0,Epichlorhydrin,106898,2056,1
0,Epichlorhydrine,106898,2057,1
0,Epichlorohydrin,106898,2058,1
0,Epichlorohydryna,106898,2059,1
0,Epichlorophydrin,106898,2060,1
0,Epicloridrina,106898,2061,1
0,Epoxyethane,75218,2062,1
0,Epoxypropane,75569,2063,1
0,Erythrene,106990,2064,1
0,Esani,110543,2065,1
0,Eskimon 12,75718,2066,1
0,Essigester,141786,2067,1
0,Essigsaeure,64197,2068,1
0,Estane 5703,51796,2069,1
0,Etanolo,64175,2070,1
0,Etantiolo,75081,2071,1
0,Etere etilico,60297,2072,1
0,Ethaanthiol,75081,2073,1
0,Ethana nu,71556,2074,1
0,Ethanal,75070,2075,1
0,Ethanal oxime,107299,2076,1
0,Ethanamide,60355,2077,1
0,Ethanamine,75047,2078,1
0,"Ethanamine, N-ethyl-N-hydroxy-",3710847,2079,1
0,Ethandial,107222,2080,1
0,Ethane,74840,2081,1
0,Ethane dichloride,107062,2082,1
0,"Ethane, (methylthio)-",624895,2083,1
0,"Ethane, 1,1,1-trichloro-",71556,2084,1
0,"Ethane, 1,1,1-trifluoro-",420462,2085,1
0,"Ethane, 1,1-dichloro-",75343,2086,1
0,"Ethane, 1,1-difluoro-",75376,2087,1
0,"Ethane, 1,1-dimethoxy-",534156,2088,1
0,"Ethane, 1,1'-oxybis-",60297,2089,1
0,"Ethane, 1,1'-sulfinylbis-",70291,2090,1
0,"Ethane, 1,1'-thiobis-",352932,2091,1
0,"Ethane, 1,2-dichloro-",107062,2092,1
0,"Ethane, 1,2-dicyano-",110612,2093,1
0,"Ethane, 1,2-dimethoxy-",110714,2094,1
0,"Ethane, 1-chloro-1-fluoro-",1615754,2095,1
0,"Ethane, 1-chloro-2-ethoxy-",628342,2096,1
0,"Ethane, chloro-",75003,2097,1
0,"Ethane, methoxy-",540670,2098,1
0,"Ethane-1,2-diamine",107153,2099,1
0,"Ethane-1,2-diol",107211,2100,1
0,"Ethane-1,2-dione",107222,2101,1
0,Ethanedial,107222,2102,1
0,Ethanediamide,471465,2103,1
0,Ethanedinitrile,460195,2104,1
0,Ethanediol,107211,2105,1
0,Ethanedione,107222,2106,1
0,Ethanedithioamide,79403,2107,1
0,Ethanedithiol,540636,2108,1
0,Ethanenitrile,75058,2109,1
0,Ethanethioic acid S-ethyl ester,625605,2110,1
0,Ethanethiol,75081,2111,1
0,Ethanoic acid,64197,2112,1
0,Ethanol,64175,2113,1
0,Ethanol 200 proof,64175,2114,1
0,"Ethanol, 1,1-Dimethyl-",75650,2115,1
0,"Ethanol, solution",64175,2116,1
0,"Ethanone, 1-cyclopropyl-",765435,2117,1
0,Ethanoyl chloride,75365,2118,1
0,Ethene,74851,2119,1
0,Ethene oxide,75218,2120,1
0,"Ethene, 1,1-dichloro-",75354,2121,1
0,"Ethene, 1,1-difluoro-",75387,2122,1
0,"Ethene, 1,1-dimethoxy-",922690,2123,1
0,"Ethene, 1,1'-oxybis-",109933,2124,1
